gamma,max_depth,eta,min_child_weight,objective,rounds,train-logloss-mean,train-logloss-std,train-auc-mean,train-auc-std,test-logloss-mean,test-logloss-std,test-auc-mean,test-auc-std
20,8,0.41000000000000003,0.41000000000000003,binary:logistic,10,0.46538666666666667,0.0017122835305196807,0.7588956666666667,0.002159150656057963,0.472148,0.002262283065106268,0.7474813333333333,0.0037680527538180584
20,8,0.41000000000000003,0.81,binary:logistic,10,0.46538666666666667,0.0017122835305196807,0.7588956666666667,0.002159150656057963,0.472148,0.002262283065106268,0.7474813333333333,0.0037680527538180584
20,8,0.81,0.01,binary:logistic,8,0.4641653333333333,0.0001775712689472923,0.7590116666666668,0.00024306697750940212,0.473308,0.0027375109132202436,0.7454523333333333,0.0039103839822821574
20,8,0.81,0.41000000000000003,binary:logistic,8,0.4641653333333333,0.0001775712689472923,0.7590116666666668,0.00024306697750940212,0.473308,0.0027375109132202436,0.7454523333333333,0.0039103839822821574
20,8,0.81,0.81,binary:logistic,8,0.46417833333333336,0.00019552720754126933,0.7590013333333334,0.00023638574877141592,0.47334699999999996,0.0026824063823365743,0.74539,0.0038263461247862143
20,11,0.01,0.01,binary:logistic,30,0.6057436666666667,0.00047471558736669327,0.7469086666666667,0.0019268904714303179,0.606623,0.00034331423895125147,0.7399163333333334,0.002239134555035841
20,11,0.01,0.41000000000000003,binary:logistic,30,0.6057436666666667,0.00047471558736669327,0.7469086666666667,0.0019268904714303179,0.606623,0.00034331423895125147,0.7399163333333334,0.002239134555035841
20,11,0.01,0.81,binary:logistic,30,0.6057436666666667,0.00047471558736669327,0.7469086666666667,0.0019268904714303179,0.606623,0.00034331423895125147,0.7399163333333334,0.002239134555035841
20,11,0.41000000000000003,0.01,binary:logistic,13,0.46097533333333335,0.002621149917286088,0.7658683333333333,0.003079107482516432,0.47105766666666665,0.0020416368161083214,0.7488673333333334,0.0032317912817645127
20,11,0.41000000000000003,0.41000000000000003,binary:logistic,13,0.46097533333333335,0.002621149917286088,0.7658683333333333,0.003079107482516432,0.47105766666666665,0.0020416368161083214,0.7488673333333334,0.0032317912817645127
20,11,0.41000000000000003,0.81,binary:logistic,13,0.46097533333333335,0.002621149917286088,0.7658683333333333,0.003079107482516432,0.47105766666666665,0.0020416368161083214,0.7488673333333334,0.0032317912817645127
20,11,0.81,0.01,binary:logistic,7,0.46236499999999997,0.0016325442311516795,0.76177,0.0024858040952577334,0.4735403333333334,0.0029685961141403014,0.7451893333333333,0.00437912779240598
20,11,0.81,0.41000000000000003,binary:logistic,7,0.46236499999999997,0.0016325442311516795,0.76177,0.0024858040952577334,0.4735403333333334,0.0029685961141403014,0.7451893333333333,0.00437912779240598
20,11,0.81,0.81,binary:logistic,7,0.4623793333333333,0.0016458208353955781,0.7617536666666668,0.0024983050698868417,0.473576,0.0029183378831108804,0.7451203333333333,0.004286384749672177
18,2,0.01,0.01,binary:logistic,30,0.6163150000000001,0.00022208556909446734,0.7049050000000001,0.0014569655681129713,0.616484,0.00020465092230428694,0.7025113333333334,0.004010706116827252
18,2,0.01,0.41000000000000003,binary:logistic,30,0.6163150000000001,0.00022208556909446734,0.7049050000000001,0.0014569655681129713,0.616484,0.00020465092230428694,0.7025113333333334,0.004010706116827252
18,2,0.01,0.81,binary:logistic,30,0.6163150000000001,0.00022208556909446734,0.7049050000000001,0.0014569655681129713,0.616484,0.00020465092230428694,0.7025113333333334,0.004010706116827252
18,2,0.41000000000000003,0.01,binary:logistic,25,0.473227,0.0020721486433168674,0.7461373333333334,0.002647458823517811,0.47599600000000003,0.0011213268925696674,0.7413883333333334,0.0015289918973696727
18,2,0.41000000000000003,0.41000000000000003,binary:logistic,25,0.473227,0.0020721486433168674,0.7461373333333334,0.002647458823517811,0.47599600000000003,0.0011213268925696674,0.7413883333333334,0.0015289918973696727
18,2,0.41000000000000003,0.81,binary:logistic,25,0.473227,0.0020721486433168674,0.7461373333333334,0.002647458823517811,0.47599600000000003,0.0011213268925696674,0.7413883333333334,0.0015289918973696727
18,2,0.81,0.01,binary:logistic,15,0.473306,0.0018194099776209576,0.7450886666666667,0.0021111463447352117,0.476847,0.0024897471089784843,0.7399356666666668,0.002468529971910841
18,2,0.81,0.41000000000000003,binary:logistic,15,0.473306,0.0018194099776209576,0.7450886666666667,0.0021111463447352117,0.476847,0.0024897471089784843,0.7399356666666668,0.002468529971910841
18,2,0.81,0.81,binary:logistic,15,0.473306,0.0018194099776209576,0.7450886666666667,0.0021111463447352117,0.476847,0.0024897471089784843,0.7399356666666668,0.002468529971910841
18,5,0.01,0.01,binary:logistic,26,0.6159906666666667,0.00048727701452957474,0.7408256666666667,0.0019036624934291842,0.6165616666666667,0.0003070617020875244,0.7357246666666667,0.0030462639777639328
18,5,0.01,0.41000000000000003,binary:logistic,26,0.6159906666666667,0.00048727701452957474,0.7408256666666667,0.0019036624934291842,0.6165616666666667,0.0003070617020875244,0.7357246666666667,0.0030462639777639328
18,5,0.01,0.81,binary:logistic,26,0.6159906666666667,0.00048727701452957474,0.7408256666666667,0.0019036624934291842,0.6165616666666667,0.0003070617020875244,0.7357246666666667,0.0030462639777639328
18,5,0.41000000000000003,0.01,binary:logistic,12,0.46632266666666666,0.0018356808606678255,0.7567436666666666,0.0026271470372926926,0.471579,0.0018701135437899762,0.747912,0.0028142860551123943
18,5,0.41000000000000003,0.41000000000000003,binary:logistic,12,0.46632266666666666,0.0018356808606678255,0.7567436666666666,0.0026271470372926926,0.471579,0.0018701135437899762,0.747912,0.0028142860551123943
18,5,0.41000000000000003,0.81,binary:logistic,12,0.46632266666666666,0.0018356808606678255,0.7567436666666666,0.0026271470372926926,0.471579,0.0018701135437899762,0.747912,0.0028142860551123943
18,5,0.81,0.01,binary:logistic,9,0.46566700000000005,0.0007391580796194098,0.7569076666666668,0.001127221165324508,0.47355300000000006,0.0025712611691541573,0.7446959999999999,0.003792538200203164
18,5,0.81,0.41000000000000003,binary:logistic,9,0.46566700000000005,0.0007391580796194098,0.7569076666666668,0.001127221165324508,0.47355300000000006,0.0025712611691541573,0.7446959999999999,0.003792538200203164
18,5,0.81,0.81,binary:logistic,9,0.46566700000000005,0.0007391580796194098,0.7569076666666668,0.001127221165324508,0.47355300000000006,0.0025712611691541573,0.7446959999999999,0.003792538200203164
18,8,0.01,0.01,binary:logistic,30,0.605519,0.000433491253275836,0.7480283333333334,0.0013079705229434486,0.6064983333333334,0.00033440128920536323,0.7402603333333334,0.0029485948442530413
18,8,0.01,0.41000000000000003,binary:logistic,30,0.605519,0.000433491253275836,0.7480283333333334,0.0013079705229434486,0.6064983333333334,0.00033440128920536323,0.7402603333333334,0.0029485948442530413
18,8,0.01,0.81,binary:logistic,30,0.605519,0.000433491253275836,0.7480283333333334,0.0013079705229434486,0.6064983333333334,0.00033440128920536323,0.7402603333333334,0.0029485948442530413
18,8,0.41000000000000003,0.01,binary:logistic,13,0.4612066666666667,0.001002923171977242,0.7647856666666666,0.0012549659579269613,0.471293,0.0028632220777764852,0.7480190000000001,0.004635287549512626
18,8,0.41000000000000003,0.41000000000000003,binary:logistic,13,0.4612066666666667,0.001002923171977242,0.7647856666666666,0.0012549659579269613,0.471293,0.0028632220777764852,0.7480190000000001,0.004635287549512626
18,8,0.41000000000000003,0.81,binary:logistic,13,0.4612066666666667,0.001002923171977242,0.7647856666666666,0.0012549659579269613,0.471293,0.0028632220777764852,0.7480190000000001,0.004635287549512626
18,8,0.81,0.01,binary:logistic,7,0.460127,0.0008851587428252476,0.7645756666666667,0.0013016669654289225,0.4733246666666666,0.0031436294664324237,0.7455436666666667,0.003913415075807267
18,8,0.81,0.41000000000000003,binary:logistic,7,0.460127,0.0008851587428252476,0.7645756666666667,0.0013016669654289225,0.4733246666666666,0.0031436294664324237,0.7455436666666667,0.003913415075807267
18,8,0.81,0.81,binary:logistic,7,0.460127,0.0008851587428252476,0.7645756666666667,0.0013016669654289225,0.4733246666666666,0.0031436294664324237,0.7455436666666667,0.003913415075807267
18,11,0.01,0.01,binary:logistic,30,0.6053743333333333,0.00043782822608364646,0.7490199999999999,0.0016325850666963795,0.606424,0.00034668237143912513,0.7408663333333333,0.002559277545627969
18,11,0.01,0.41000000000000003,binary:logistic,30,0.6053743333333333,0.00043782822608364646,0.7490199999999999,0.0016325850666963795,0.606424,0.00034668237143912513,0.7408663333333333,0.002559277545627969
18,11,0.01,0.81,binary:logistic,30,0.6053743333333333,0.00043782822608364646,0.7490199999999999,0.0016325850666963795,0.606424,0.00034668237143912513,0.7408663333333333,0.002559277545627969
18,11,0.41000000000000003,0.01,binary:logistic,13,0.45796166666666666,0.002955394201944786,0.7697946666666665,0.003906318414512003,0.470598,0.002472084275801818,0.7492366666666666,0.0037343881545561083
18,11,0.41000000000000003,0.41000000000000003,binary:logistic,13,0.45796166666666666,0.002955394201944786,0.7697946666666665,0.003906318414512003,0.470598,0.002472084275801818,0.7492366666666666,0.0037343881545561083
18,11,0.41000000000000003,0.81,binary:logistic,13,0.45796166666666666,0.002955394201944786,0.7697946666666665,0.003906318414512003,0.470598,0.002472084275801818,0.7492366666666666,0.0037343881545561083
18,11,0.81,0.01,binary:logistic,7,0.4580933333333333,0.003180217218297437,0.768013,0.004067984595185494,0.4749586666666667,0.003290260611089768,0.743755,0.004293409212579959
18,11,0.81,0.41000000000000003,binary:logistic,7,0.4580933333333333,0.003180217218297437,0.768013,0.004067984595185494,0.4749586666666667,0.003290260611089768,0.743755,0.004293409212579959
18,11,0.81,0.81,binary:logistic,7,0.4580933333333333,0.003180217218297437,0.768013,0.004067984595185494,0.4749586666666667,0.003290260611089768,0.743755,0.004293409212579959
16,2,0.01,0.01,binary:logistic,30,0.6163150000000001,0.00022208556909446734,0.7049050000000001,0.0014569655681129713,0.616484,0.00020465092230428694,0.7025113333333334,0.004010706116827252
16,2,0.01,0.41000000000000003,binary:logistic,30,0.6163150000000001,0.00022208556909446734,0.7049050000000001,0.0014569655681129713,0.616484,0.00020465092230428694,0.7025113333333334,0.004010706116827252
16,2,0.01,0.81,binary:logistic,30,0.6163150000000001,0.00022208556909446734,0.7049050000000001,0.0014569655681129713,0.616484,0.00020465092230428694,0.7025113333333334,0.004010706116827252
16,2,0.41000000000000003,0.01,binary:logistic,27,0.47195566666666666,0.0015024622753629787,0.7482933333333334,0.001430990410714053,0.4754146666666667,0.001814580637196608,0.742547,0.0026706794391440276
16,2,0.41000000000000003,0.41000000000000003,binary:logistic,27,0.47195566666666666,0.0015024622753629787,0.7482933333333334,0.001430990410714053,0.4754146666666667,0.001814580637196608,0.742547,0.0026706794391440276
16,2,0.41000000000000003,0.81,binary:logistic,27,0.47195566666666666,0.0015024622753629787,0.7482933333333334,0.001430990410714053,0.4754146666666667,0.001814580637196608,0.742547,0.0026706794391440276
16,2,0.81,0.01,binary:logistic,20,0.47175866666666666,0.002262440324565985,0.7474473333333332,0.0026362557201876765,0.47597566666666663,0.002221207079245177,0.7413270000000001,0.002332186241848347
16,2,0.81,0.41000000000000003,binary:logistic,20,0.47175866666666666,0.002262440324565985,0.7474473333333332,0.0026362557201876765,0.47597566666666663,0.002221207079245177,0.7413270000000001,0.002332186241848347
16,2,0.81,0.81,binary:logistic,20,0.47175866666666666,0.002262440324565985,0.7474473333333332,0.0026362557201876765,0.47597566666666663,0.002221207079245177,0.7413270000000001,0.002332186241848347
16,5,0.01,0.01,binary:logistic,30,0.607014,0.0005275781142794549,0.741138,0.002139464574763168,0.6076633333333333,0.0003749225105123555,0.7359476666666667,0.00332604633494816
16,5,0.01,0.41000000000000003,binary:logistic,30,0.607014,0.0005275781142794549,0.741138,0.002139464574763168,0.6076633333333333,0.0003749225105123555,0.7359476666666667,0.00332604633494816
16,5,0.01,0.81,binary:logistic,30,0.607014,0.0005275781142794549,0.741138,0.002139464574763168,0.6076633333333333,0.0003749225105123555,0.7359476666666667,0.00332604633494816
16,5,0.41000000000000003,0.01,binary:logistic,13,0.4643363333333333,0.001672143800302126,0.7595733333333333,0.0027945419819513967,0.47094600000000003,0.0018971780798508623,0.7485560000000001,0.0024784253065202534
16,5,0.41000000000000003,0.41000000000000003,binary:logistic,13,0.4643363333333333,0.001672143800302126,0.7595733333333333,0.0027945419819513967,0.47094600000000003,0.0018971780798508623,0.7485560000000001,0.0024784253065202534
16,5,0.41000000000000003,0.81,binary:logistic,13,0.4643363333333333,0.001672143800302126,0.7595733333333333,0.0027945419819513967,0.47094600000000003,0.0018971780798508623,0.7485560000000001,0.0024784253065202534
16,5,0.81,0.01,binary:logistic,7,0.4640946666666667,0.0006730038797973081,0.759041,0.001014060156006567,0.4727786666666667,0.003488411704805233,0.7458543333333334,0.004884215551708917
16,5,0.81,0.41000000000000003,binary:logistic,7,0.4640946666666667,0.0006730038797973081,0.759041,0.001014060156006567,0.4727786666666667,0.003488411704805233,0.7458543333333334,0.004884215551708917
16,5,0.81,0.81,binary:logistic,7,0.4640946666666667,0.0006730038797973081,0.759041,0.001014060156006567,0.4727786666666667,0.003488411704805233,0.7458543333333334,0.004884215551708917
16,8,0.01,0.01,binary:logistic,30,0.6051570000000001,0.0004070634676148991,0.749672,0.0010488879825796631,0.6063263333333334,0.00038923714565231054,0.740921,0.003374194521165984
16,8,0.01,0.41000000000000003,binary:logistic,30,0.6051570000000001,0.0004070634676148991,0.749672,0.0010488879825796631,0.6063263333333334,0.00038923714565231054,0.740921,0.003374194521165984
16,8,0.01,0.81,binary:logistic,30,0.6051570000000001,0.0004070634676148991,0.749672,0.0010488879825796631,0.6063263333333334,0.00038923714565231054,0.740921,0.003374194521165984
16,8,0.41000000000000003,0.01,binary:logistic,16,0.45837100000000003,0.0013487730226641895,0.7699596666666667,0.0018826478398491868,0.47121066666666667,0.002585025639245289,0.7484206666666667,0.003945532691820214
16,8,0.41000000000000003,0.41000000000000003,binary:logistic,16,0.45837100000000003,0.0013487730226641895,0.7699596666666667,0.0018826478398491868,0.47121066666666667,0.002585025639245289,0.7484206666666667,0.003945532691820214
16,8,0.41000000000000003,0.81,binary:logistic,16,0.45837100000000003,0.0013487730226641895,0.7699596666666667,0.0018826478398491868,0.47121066666666667,0.002585025639245289,0.7484206666666667,0.003945532691820214
16,8,0.81,0.01,binary:logistic,5,0.46109433333333333,0.0010129038563566847,0.7632936666666668,0.0016116431228890271,0.4741553333333333,0.0026098518902207654,0.7442193333333332,0.004067827129507291
16,8,0.81,0.41000000000000003,binary:logistic,5,0.46109433333333333,0.0010129038563566847,0.7632936666666668,0.0016116431228890271,0.4741553333333333,0.0026098518902207654,0.7442193333333332,0.004067827129507291
16,8,0.81,0.81,binary:logistic,5,0.4610126666666667,0.0011090435318577786,0.7634606666666667,0.001834676780495349,0.4743916666666667,0.002286665451894742,0.7437716666666666,0.003495081528217748
16,11,0.01,0.01,binary:logistic,30,0.6048953333333333,0.0004106063267359294,0.7514073333333334,0.0012720037561090825,0.6062266666666667,0.0003997001654017756,0.7415153333333334,0.0032069783632295034
16,11,0.01,0.41000000000000003,binary:logistic,30,0.6048953333333333,0.0004106063267359294,0.7514073333333334,0.0012720037561090825,0.6062266666666667,0.0003997001654017756,0.7415153333333334,0.0032069783632295034
16,11,0.01,0.81,binary:logistic,30,0.6048893333333333,0.0004134217647337672,0.751465,0.001269659271878375,0.6062253333333333,0.00039807899830172916,0.741517,0.003206235279368406
16,11,0.41000000000000003,0.01,binary:logistic,16,0.44898666666666665,0.0008664257357417111,0.7838216666666667,0.0008721916201283888,0.4706653333333333,0.002381670888729645,0.7487469999999999,0.0033211778031295015
16,11,0.41000000000000003,0.41000000000000003,binary:logistic,16,0.44898666666666665,0.0008664257357417111,0.7838216666666667,0.0008721916201283888,0.4706653333333333,0.002381670888729645,0.7487469999999999,0.0033211778031295015
16,11,0.41000000000000003,0.81,binary:logistic,11,0.4528973333333333,0.0015476055340069416,0.778431,0.0022016604340058255,0.47109566666666663,0.002314121335530096,0.7482413333333334,0.0031026771594150093
16,11,0.81,0.01,binary:logistic,4,0.4592666666666667,0.0030947104693151623,0.766865,0.0045327114034170194,0.475682,0.0033015223761168125,0.7424606666666668,0.005132357114967311
16,11,0.81,0.41000000000000003,binary:logistic,4,0.4592666666666667,0.0030947104693151623,0.766865,0.0045327114034170194,0.475682,0.0033015223761168125,0.7424606666666668,0.005132357114967311
16,11,0.81,0.81,binary:logistic,4,0.4595133333333333,0.0027308022427281037,0.7665746666666666,0.003984767524238039,0.4758453333333333,0.003403519191790898,0.742264,0.0052168937756740825
14,2,0.01,0.01,binary:logistic,30,0.6163150000000001,0.00022208556909446734,0.7049050000000001,0.0014569655681129713,0.616484,0.00020465092230428694,0.7025113333333334,0.004010706116827252
14,2,0.01,0.41000000000000003,binary:logistic,30,0.6163150000000001,0.00022208556909446734,0.7049050000000001,0.0014569655681129713,0.616484,0.00020465092230428694,0.7025113333333334,0.004010706116827252
14,2,0.01,0.81,binary:logistic,30,0.6163150000000001,0.00022208556909446734,0.7049050000000001,0.0014569655681129713,0.616484,0.00020465092230428694,0.7025113333333334,0.004010706116827252
14,2,0.41000000000000003,0.01,binary:logistic,27,0.47157133333333334,0.0011778968074024289,0.7491263333333333,0.001480603555611316,0.475176,0.0018466577015426268,0.743052,0.0024817744995600513
14,2,0.41000000000000003,0.41000000000000003,binary:logistic,27,0.47157133333333334,0.0011778968074024289,0.7491263333333333,0.001480603555611316,0.475176,0.0018466577015426268,0.743052,0.0024817744995600513
14,2,0.41000000000000003,0.81,binary:logistic,27,0.47157133333333334,0.0011778968074024289,0.7491263333333333,0.001480603555611316,0.475176,0.0018466577015426268,0.743052,0.0024817744995600513
14,2,0.81,0.01,binary:logistic,20,0.47112899999999996,0.00240230278413579,0.748368,0.003107461450552017,0.47588800000000003,0.0021291126477165686,0.7415633333333332,0.00206495913330558
14,2,0.81,0.41000000000000003,binary:logistic,20,0.47112899999999996,0.00240230278413579,0.748368,0.003107461450552017,0.47588800000000003,0.0021291126477165686,0.7415633333333332,0.00206495913330558
14,2,0.81,0.81,binary:logistic,20,0.47112899999999996,0.00240230278413579,0.748368,0.003107461450552017,0.47588800000000003,0.0021291126477165686,0.7415633333333332,0.00206495913330558
14,5,0.01,0.01,binary:logistic,30,0.606952,0.0004946439797133268,0.7417060000000001,0.0017653945734594418,0.6076116666666667,0.0003795913006847754,0.7363249999999999,0.0032946975581985916
14,5,0.01,0.41000000000000003,binary:logistic,30,0.606952,0.0004946439797133268,0.7417060000000001,0.0017653945734594418,0.6076116666666667,0.0003795913006847754,0.7363249999999999,0.0032946975581985916
14,5,0.01,0.81,binary:logistic,30,0.606952,0.0004946439797133268,0.7417060000000001,0.0017653945734594418,0.6076116666666667,0.0003795913006847754,0.7363249999999999,0.0032946975581985916
14,5,0.41000000000000003,0.01,binary:logistic,15,0.4618423333333334,0.0017356855193905844,0.7635503333333333,0.002530295415339669,0.47053833333333334,0.002589241115762586,0.7490450000000001,0.0037331544302372467
14,5,0.41000000000000003,0.41000000000000003,binary:logistic,15,0.4618423333333334,0.0017356855193905844,0.7635503333333333,0.002530295415339669,0.47053833333333334,0.002589241115762586,0.7490450000000001,0.0037331544302372467
14,5,0.41000000000000003,0.81,binary:logistic,15,0.4618423333333334,0.0017356855193905844,0.7635503333333333,0.002530295415339669,0.47053833333333334,0.002589241115762586,0.7490450000000001,0.0037331544302372467
14,5,0.81,0.01,binary:logistic,8,0.46200833333333335,0.0017324349594974465,0.762061,0.002327763876914189,0.4738713333333333,0.002775901575264418,0.7445173333333335,0.0035456668703581907
14,5,0.81,0.41000000000000003,binary:logistic,8,0.4622056666666667,0.0015756709329326623,0.7618010000000001,0.002204895613553301,0.4738003333333333,0.002719945751093,0.7445363333333335,0.0035351841379041367
14,5,0.81,0.81,binary:logistic,8,0.4622056666666667,0.0015756709329326623,0.7618010000000001,0.002204895613553301,0.4738003333333333,0.002719945751093,0.7445363333333335,0.0035351841379041367
14,8,0.01,0.01,binary:logistic,30,0.6046116666666667,0.0004046054319402898,0.75244,0.0009614326116097453,0.6061263333333333,0.0004493360534042361,0.7414346666666667,0.0038663809377188145
14,8,0.01,0.41000000000000003,binary:logistic,30,0.6046116666666667,0.0004046054319402898,0.75244,0.0009614326116097453,0.6061263333333333,0.0004493360534042361,0.7414346666666667,0.0038663809377188145
14,8,0.01,0.81,binary:logistic,30,0.6046116666666667,0.0004046054319402898,0.75244,0.0009614326116097453,0.6061263333333333,0.0004493360534042361,0.7414346666666667,0.0038663809377188145
14,8,0.41000000000000003,0.01,binary:logistic,14,0.45147433333333337,0.001942525046313567,0.7799326666666667,0.0025954666033083038,0.4710643333333333,0.0026005271687785944,0.748345,0.003976535510550167
14,8,0.41000000000000003,0.41000000000000003,binary:logistic,14,0.45147433333333337,0.001942525046313567,0.7799326666666667,0.0025954666033083038,0.4710643333333333,0.0026005271687785944,0.748345,0.003976535510550167
14,8,0.41000000000000003,0.81,binary:logistic,14,0.45130000000000003,0.0010667523923885266,0.7802403333333333,0.00152726822209533,0.4710033333333333,0.002668273640806403,0.7484323333333333,0.003921453585371396
14,8,0.81,0.01,binary:logistic,3,0.464866,0.001629040412840213,0.7596376666666665,0.002400387515011317,0.4756943333333334,0.002515452819849534,0.7426256666666666,0.0036920856195682187
14,8,0.81,0.41000000000000003,binary:logistic,3,0.464866,0.001629040412840213,0.7596376666666665,0.002400387515011317,0.4756943333333334,0.002515452819849534,0.7426256666666666,0.0036920856195682187
14,8,0.81,0.81,binary:logistic,3,0.464866,0.001629040412840213,0.7596376666666665,0.002400387515011317,0.4756943333333334,0.002515452819849534,0.7426256666666666,0.0036920856195682187
14,11,0.01,0.01,binary:logistic,30,0.6040543333333334,0.00037112471698278127,0.7561736666666667,0.0006191899726434555,0.606002,0.0004304424080718187,0.7419560000000001,0.0036659136196406294
14,11,0.01,0.41000000000000003,binary:logistic,30,0.6040543333333334,0.00037112471698278127,0.7561736666666667,0.0006191899726434555,0.606002,0.0004304424080718187,0.7419560000000001,0.0036659136196406294
14,11,0.01,0.81,binary:logistic,30,0.6040656666666666,0.00039976437504557895,0.7560866666666667,0.0008895850468367166,0.6059983333333333,0.00043092639227084275,0.7420163333333333,0.003720451077789143
14,11,0.41000000000000003,0.01,binary:logistic,13,0.4424073333333333,0.0019886562185444556,0.7941276666666667,0.002386135555430371,0.47214833333333334,0.0029310983531017085,0.7468116666666668,0.004460502537706828
14,11,0.41000000000000003,0.41000000000000003,binary:logistic,13,0.4424073333333333,0.0019886562185444556,0.7941276666666667,0.002386135555430371,0.47214833333333334,0.0029310983531017085,0.7468116666666668,0.004460502537706828
14,11,0.41000000000000003,0.81,binary:logistic,15,0.438962,0.0025528936523090667,0.7987989999999999,0.0032051499184905514,0.47201066666666663,0.0025010814105546975,0.7473556666666666,0.0033486253232566134
14,11,0.81,0.01,binary:logistic,3,0.45831533333333335,0.0010873982200136593,0.7695896666666666,0.0010926836484342246,0.4774616666666667,0.00316041783454165,0.7408133333333332,0.004144712803346225
14,11,0.81,0.41000000000000003,binary:logistic,3,0.45818699999999996,0.001221534281139914,0.7697853333333334,0.0012962966052909584,0.47762733333333335,0.0033236803229084754,0.7405476666666666,0.0043605505258956295
14,11,0.81,0.81,binary:logistic,3,0.4580126666666667,0.0012748817810116927,0.7701006666666667,0.001464664997723184,0.4777823333333333,0.003312715435342366,0.7400479999999999,0.0047795503972654
