,model_type,r2,mse,impute
2077,CHAS - 0.2,0.7797,18.6448,mean
2078,CHAS - 0.2,0.7774,18.8404,mean
2079,CHAS - 0.2,0.7738,19.1454,mean
2080,CHAS - 0.2,0.7731,19.2008,mean
2081,CHAS - 0.2,0.7784,18.7515,mean
2082,CHAS - 0.2,0.777,18.8728,mean
2083,CHAS - 0.2,0.7781,18.7801,mean
2084,CHAS - 0.2,0.7788,18.7205,mean
2085,CHAS - 0.2,0.7773,18.8439,mean
2086,CHAS - 0.2,0.7751,19.0321,mean
2087,CHAS - 0.2,0.7756,18.9923,mean
2088,CHAS - 0.2,0.7765,18.9116,mean
2089,CHAS - 0.2,0.7756,18.9902,mean
2090,CHAS - 0.2,0.7786,18.7322,mean
2091,CHAS - 0.2,0.7739,19.131,mean
2092,CHAS - 0.2,0.7768,18.8872,mean
2093,CHAS - 0.2,0.7718,19.311,mean
2094,CHAS - 0.2,0.7761,18.9438,mean
2095,CHAS - 0.2,0.7768,18.8892,mean
2096,CHAS - 0.2,0.7758,18.9701,mean
2097,CHAS - 0.2,0.7779,18.7961,mean
2098,CHAS - 0.2,0.7751,19.0302,mean
2099,CHAS - 0.2,0.7751,19.0284,mean
2100,CHAS - 0.2,0.7766,18.9057,mean
2101,CHAS - 0.2,0.7753,19.0179,mean
2102,CHAS - 0.2,0.7768,18.8907,mean
2103,CHAS - 0.2,0.7772,18.8583,mean
2104,CHAS - 0.2,0.7766,18.9047,mean
2105,CHAS - 0.2,0.7758,18.9709,mean
2106,CHAS - 0.2,0.7749,19.0459,mean
2107,CHAS - 0.2,0.7762,18.9401,mean
2108,CHAS - 0.2,0.7765,18.9104,mean
2109,CHAS - 0.2,0.7761,18.9503,mean
2110,CHAS - 0.2,0.7776,18.8229,mean
2111,CHAS - 0.2,0.7767,18.8992,mean
2112,CHAS - 0.2,0.7766,18.9087,mean
2113,CHAS - 0.2,0.7767,18.8934,mean
2114,CHAS - 0.2,0.7766,18.9026,mean
2115,CHAS - 0.2,0.7729,19.2224,mean
2116,CHAS - 0.2,0.7757,18.9783,mean
2117,CHAS - 0.2,0.7765,18.9162,mean
2118,CHAS - 0.2,0.7727,19.2351,mean
2119,CHAS - 0.2,0.7767,18.8948,mean
2120,CHAS - 0.2,0.7776,18.8227,mean
2121,CHAS - 0.2,0.7746,19.0744,mean
2122,CHAS - 0.2,0.7783,18.7632,mean
2123,CHAS - 0.2,0.7784,18.7493,mean
2124,CHAS - 0.2,0.7714,19.3486,mean
2125,CHAS - 0.2,0.7784,18.7517,mean
2126,CHAS - 0.2,0.7755,18.9999,mean
2127,CHAS - 0.2,0.7732,19.1913,mean
2128,CHAS - 0.2,0.7763,18.9327,mean
2129,CHAS - 0.2,0.7784,18.7565,mean
2130,CHAS - 0.2,0.7785,18.7477,mean
2131,CHAS - 0.2,0.7743,19.1021,mean
2132,CHAS - 0.2,0.7769,18.8827,mean
2133,CHAS - 0.2,0.776,18.9551,mean
2134,CHAS - 0.2,0.7761,18.9452,mean
2135,CHAS - 0.2,0.7762,18.9403,mean
2136,CHAS - 0.2,0.774,19.1221,mean
2137,CHAS - 0.2,0.7762,18.9384,mean
2138,CHAS - 0.2,0.7759,18.965,mean
2139,CHAS - 0.2,0.7766,18.9029,mean
2140,CHAS - 0.2,0.7777,18.8092,mean
2141,CHAS - 0.2,0.7784,18.7502,mean
2142,CHAS - 0.2,0.7788,18.7161,mean
2143,CHAS - 0.2,0.7733,19.1845,mean
2144,CHAS - 0.2,0.7772,18.8513,mean
2145,CHAS - 0.2,0.7719,19.3064,mean
2146,CHAS - 0.2,0.7754,19.0069,mean
2147,CHAS - 0.2,0.7761,18.9483,mean
2148,CHAS - 0.2,0.7763,18.9291,mean
2149,CHAS - 0.2,0.7763,18.9346,mean
2150,CHAS - 0.2,0.7778,18.8066,mean
2151,CHAS - 0.2,0.7784,18.7534,mean
2152,CHAS - 0.2,0.7737,19.1494,mean
2153,CHAS - 0.2,0.7769,18.8815,mean
2154,CHAS - 0.2,0.7729,19.2162,mean
2155,CHAS - 0.2,0.7765,18.9166,mean
2156,CHAS - 0.2,0.7788,18.7185,mean
2157,CHAS - 0.2,0.7758,18.9766,mean
2158,CHAS - 0.2,0.7761,18.944,mean
2159,CHAS - 0.2,0.7749,19.0517,mean
2160,CHAS - 0.2,0.7751,19.0327,mean
2161,CHAS - 0.2,0.7789,18.7125,mean
2162,CHAS - 0.2,0.7766,18.9019,mean
2163,CHAS - 0.2,0.7761,18.9458,mean
2164,CHAS - 0.2,0.7767,18.9008,mean
2165,CHAS - 0.2,0.7754,19.0034,mean
2166,CHAS - 0.2,0.7767,18.9003,mean
2167,CHAS - 0.2,0.7739,19.1341,mean
2168,CHAS - 0.2,0.7778,18.8074,mean
2169,CHAS - 0.2,0.7779,18.7916,mean
2170,CHAS - 0.2,0.7768,18.8908,mean
2171,CHAS - 0.2,0.7768,18.8854,mean
2172,CHAS - 0.2,0.7765,18.9136,mean
2173,CHAS - 0.2,0.7775,18.8303,mean
2174,CHAS - 0.2,0.7777,18.8156,mean
2175,CHAS - 0.2,0.7754,19.007,mean
2176,CHAS - 0.2,0.7736,19.1626,mean
2177,CHAS - 0.2,0.7763,18.9345,mean
2178,CHAS - 0.2,0.7735,19.1635,mean
2179,CHAS - 0.2,0.7782,18.767,mean
2180,CHAS - 0.2,0.7785,18.7406,mean
2181,CHAS - 0.2,0.7765,18.9103,mean
2182,CHAS - 0.2,0.7759,18.9605,mean
2183,CHAS - 0.2,0.7771,18.8625,mean
2184,CHAS - 0.2,0.7768,18.8925,mean
2185,CHAS - 0.2,0.7759,18.9637,mean
2186,CHAS - 0.2,0.7768,18.889,mean
2187,CHAS - 0.2,0.7776,18.8216,mean
2188,CHAS - 0.2,0.7779,18.7955,mean
2189,CHAS - 0.2,0.7757,18.9774,mean
2190,CHAS - 0.2,0.7764,18.9195,mean
2191,CHAS - 0.2,0.7763,18.9266,mean
2192,CHAS - 0.2,0.7755,18.9975,mean
2193,CHAS - 0.2,0.7765,18.9115,mean
2194,CHAS - 0.2,0.7751,19.034,mean
2195,CHAS - 0.2,0.7783,18.7619,mean
2196,CHAS - 0.2,0.7759,18.9658,mean
2197,CHAS - 0.2,0.7759,18.9676,mean
2198,CHAS - 0.2,0.7768,18.8855,mean
2199,CHAS - 0.2,0.776,18.9548,mean
2200,CHAS - 0.2,0.7752,19.0278,mean
2201,CHAS - 0.2,0.7712,19.3664,mean
2202,CHAS - 0.2,0.7762,18.9387,mean
2203,CHAS - 0.2,0.7759,18.9659,mean
2204,CHAS - 0.2,0.7783,18.7641,mean
2205,CHAS - 0.2,0.7755,18.9977,mean
2206,CHAS - 0.2,0.7782,18.7685,mean
2207,CHAS - 0.2,0.7758,18.9732,mean
2208,CHAS - 0.2,0.7767,18.9007,mean
2209,CHAS - 0.2,0.7778,18.8017,mean
2210,CHAS - 0.2,0.7783,18.7615,mean
2211,CHAS - 0.2,0.7767,18.8999,mean
2212,CHAS - 0.2,0.7757,18.9831,mean
2213,CHAS - 0.2,0.7786,18.7338,mean
2214,CHAS - 0.2,0.7761,18.9489,mean
2215,CHAS - 0.2,0.7756,18.9884,mean
2216,CHAS - 0.2,0.7774,18.8406,mean
2217,CHAS - 0.2,0.7758,18.9713,mean
2218,CHAS - 0.2,0.7752,19.0213,mean
2219,CHAS - 0.2,0.7751,19.0361,mean
2220,CHAS - 0.2,0.7782,18.77,mean
2221,CHAS - 0.2,0.7781,18.7785,mean
2222,CHAS - 0.2,0.7792,18.6829,mean
2223,CHAS - 0.2,0.7765,18.9098,mean
2224,CHAS - 0.2,0.7758,18.9767,mean
2225,CHAS - 0.2,0.7756,18.9936,mean
2226,CHAS - 0.2,0.7758,18.9707,mean
2227,CHAS - 0.2,0.776,18.953,mean
2228,CHAS - 0.2,0.7793,18.6736,mean
2229,CHAS - 0.2,0.7785,18.7419,mean
2230,CHAS - 0.2,0.7756,18.9904,mean
2231,CHAS - 0.2,0.7768,18.8877,mean
2232,CHAS - 0.2,0.7771,18.861,mean
2233,CHAS - 0.2,0.7741,19.1195,mean
2234,CHAS - 0.2,0.7755,18.9992,mean
2235,CHAS - 0.2,0.7762,18.9368,mean
2236,CHAS - 0.2,0.7773,18.8446,mean
2237,CHAS - 0.2,0.7751,19.0313,mean
2238,CHAS - 0.2,0.7762,18.9387,mean
2239,CHAS - 0.2,0.7746,19.0719,mean
2240,CHAS - 0.2,0.778,18.7887,mean
2241,CHAS - 0.2,0.7761,18.949,mean
2242,CHAS - 0.2,0.7759,18.9616,mean
2243,CHAS - 0.2,0.7763,18.9309,mean
2244,CHAS - 0.2,0.7749,19.0525,mean
2245,CHAS - 0.2,0.7753,19.0162,mean
2246,CHAS - 0.2,0.7768,18.8861,mean
2247,CHAS - 0.2,0.776,18.9521,mean
2248,CHAS - 0.2,0.776,18.9537,mean
2249,CHAS - 0.2,0.7786,18.738,mean
2250,CHAS - 0.2,0.7773,18.85,mean
2251,CHAS - 0.2,0.7778,18.8021,mean
2252,CHAS - 0.2,0.7773,18.8427,mean
2253,CHAS - 0.2,0.7775,18.8313,mean
2254,CHAS - 0.2,0.7769,18.876,mean
2255,CHAS - 0.2,0.7764,18.9229,mean
2256,CHAS - 0.2,0.7786,18.7357,mean
2257,CHAS - 0.2,0.7767,18.901,mean
2258,CHAS - 0.2,0.7764,18.9246,mean
2259,CHAS - 0.2,0.7783,18.7611,mean
2260,CHAS - 0.2,0.7762,18.9385,mean
2261,CHAS - 0.2,0.7767,18.8971,mean
2262,CHAS - 0.2,0.7763,18.9318,mean
2263,CHAS - 0.2,0.7772,18.8587,mean
2264,CHAS - 0.2,0.7764,18.9257,mean
2265,CHAS - 0.2,0.7787,18.7238,mean
2266,CHAS - 0.2,0.7779,18.7947,mean
2267,CHAS - 0.2,0.7768,18.8866,mean
2268,CHAS - 0.2,0.7781,18.7814,mean
2269,CHAS - 0.2,0.7761,18.9502,mean
2270,CHAS - 0.2,0.7778,18.8039,mean
2271,CHAS - 0.2,0.7747,19.0672,mean
2272,CHAS - 0.2,0.7792,18.6859,mean
2273,CHAS - 0.2,0.7768,18.8861,mean
2274,CHAS - 0.2,0.776,18.9518,mean
2275,CHAS - 0.2,0.7768,18.8851,mean
2276,CHAS - 0.2,0.7789,18.71,mean
2277,CHAS - 0.2,0.7761,18.947,mean
2278,CHAS - 0.2,0.7787,18.7299,mean
2279,CHAS - 0.2,0.7757,18.9774,mean
2280,CHAS - 0.2,0.776,18.9527,mean
2281,CHAS - 0.2,0.7773,18.845,mean
2282,CHAS - 0.2,0.7788,18.7167,mean
2283,CHAS - 0.2,0.7781,18.7762,mean
2284,CHAS - 0.2,0.7766,18.9052,mean
2285,CHAS - 0.2,0.7736,19.1611,mean
2286,CHAS - 0.2,0.7791,18.6924,mean
2287,CHAS - 0.2,0.7746,19.0784,mean
2288,CHAS - 0.2,0.7735,19.1671,mean
2289,CHAS - 0.2,0.7768,18.8884,mean
2290,CHAS - 0.2,0.7785,18.7419,mean
2291,CHAS - 0.2,0.7774,18.8339,mean
2292,CHAS - 0.2,0.7763,18.9267,mean
2293,CHAS - 0.2,0.7768,18.8899,mean
2294,CHAS - 0.2,0.778,18.7907,mean
2295,CHAS - 0.2,0.7756,18.991,mean
2296,CHAS - 0.2,0.776,18.958,mean
2297,CHAS - 0.2,0.7763,18.9324,mean
2298,CHAS - 0.2,0.7761,18.944,mean
2299,CHAS - 0.2,0.776,18.957,mean
2300,CHAS - 0.2,0.7781,18.7781,mean
2301,CHAS - 0.2,0.7746,19.0734,mean
2302,CHAS - 0.2,0.7782,18.7724,mean
2303,CHAS - 0.2,0.7787,18.7254,mean
2304,CHAS - 0.2,0.7748,19.0549,mean
2305,CHAS - 0.2,0.778,18.7893,mean
2306,CHAS - 0.2,0.7769,18.8802,mean
2307,CHAS - 0.2,0.7738,19.1427,mean
2308,CHAS - 0.2,0.7768,18.8856,mean
2309,CHAS - 0.2,0.777,18.8737,mean
2310,CHAS - 0.2,0.7784,18.7556,mean
2311,CHAS - 0.2,0.7778,18.8032,mean
2312,CHAS - 0.2,0.7782,18.7674,mean
2313,CHAS - 0.2,0.7771,18.8661,mean
2314,CHAS - 0.2,0.7762,18.9371,mean
2315,CHAS - 0.2,0.7787,18.7297,mean
2316,CHAS - 0.2,0.7776,18.8171,mean
2317,CHAS - 0.2,0.7783,18.7634,mean
2318,CHAS - 0.2,0.7763,18.9286,mean
2319,CHAS - 0.2,0.7785,18.7474,mean
2320,CHAS - 0.2,0.7775,18.8272,mean
2321,CHAS - 0.2,0.779,18.6985,mean
2322,CHAS - 0.2,0.7764,18.9186,mean
2323,CHAS - 0.2,0.779,18.7013,mean
2324,CHAS - 0.2,0.7786,18.7378,mean
2325,CHAS - 0.2,0.7769,18.8815,mean
2326,CHAS - 0.2,0.7771,18.8664,mean
2327,CHAS - 0.2,0.7783,18.7588,mean
2328,CHAS - 0.2,0.7743,19.1022,mean
2329,CHAS - 0.2,0.7788,18.7222,mean
2330,CHAS - 0.2,0.776,18.9531,mean
2331,CHAS - 0.2,0.7763,18.9271,mean
2332,CHAS - 0.2,0.7769,18.8774,mean
2333,CHAS - 0.2,0.7792,18.6874,mean
2334,CHAS - 0.2,0.7778,18.8007,mean
2335,CHAS - 0.2,0.7756,18.9887,mean
2336,CHAS - 0.2,0.7771,18.8621,mean
2337,CHAS - 0.2,0.7787,18.7263,mean
2338,CHAS - 0.2,0.7768,18.8852,mean
2339,CHAS - 0.2,0.773,19.2096,mean
2340,CHAS - 0.2,0.7766,18.9049,mean
2341,CHAS - 0.2,0.7769,18.8836,mean
2342,CHAS - 0.2,0.7765,18.9136,mean
2343,CHAS - 0.2,0.7779,18.7971,mean
2344,CHAS - 0.2,0.7778,18.7996,mean
2345,CHAS - 0.2,0.7755,19.0024,mean
2346,CHAS - 0.2,0.7783,18.7594,mean
2347,CHAS - 0.2,0.7778,18.8013,mean
2348,CHAS - 0.2,0.7784,18.7561,mean
2349,CHAS - 0.2,0.7714,19.3469,mean
2350,CHAS - 0.2,0.7781,18.7754,mean
2351,CHAS - 0.2,0.7762,18.9398,mean
2352,CHAS - 0.2,0.7787,18.7266,mean
2353,CHAS - 0.2,0.7767,18.8985,mean
2354,CHAS - 0.2,0.7763,18.931,mean
2355,CHAS - 0.2,0.777,18.8702,mean
2356,CHAS - 0.2,0.7761,18.9488,mean
2357,CHAS - 0.2,0.7785,18.7421,mean
2358,CHAS - 0.2,0.7756,18.9883,mean
2359,CHAS - 0.2,0.7762,18.9389,mean
2360,CHAS - 0.2,0.7775,18.8293,mean
2361,CHAS - 0.2,0.774,19.1253,mean
2362,CHAS - 0.2,0.7765,18.9111,mean
2363,CHAS - 0.2,0.7768,18.8874,mean
2364,CHAS - 0.2,0.7768,18.8916,mean
2365,CHAS - 0.2,0.7735,19.1656,mean
2366,CHAS - 0.2,0.7764,18.926,mean
2367,CHAS - 0.2,0.7768,18.8914,mean
2368,CHAS - 0.2,0.7774,18.8338,mean
2369,CHAS - 0.2,0.7784,18.7511,mean
2370,CHAS - 0.2,0.7758,18.9772,mean
2371,CHAS - 0.2,0.7734,19.1801,mean
2372,CHAS - 0.2,0.7787,18.7262,mean
2373,CHAS - 0.2,0.7755,18.9982,mean
2374,CHAS - 0.2,0.7756,18.9883,mean
2375,CHAS - 0.2,0.7766,18.9072,mean
2376,CHAS - 0.2,0.7766,18.904,mean
2377,CHAS - 0.2,0.7779,18.7992,mean
2378,CHAS - 0.2,0.7768,18.8845,mean
2379,CHAS - 0.2,0.7776,18.8241,mean
2380,CHAS - 0.2,0.7767,18.9007,mean
2381,CHAS - 0.2,0.7787,18.7253,mean
2382,CHAS - 0.2,0.7787,18.731,mean
2383,CHAS - 0.2,0.776,18.9599,mean
2384,CHAS - 0.2,0.7791,18.6978,mean
2385,CHAS - 0.2,0.7776,18.8247,mean
2386,CHAS - 0.2,0.7779,18.792,mean
2387,CHAS - 0.2,0.7767,18.8961,mean
2388,CHAS - 0.2,0.7766,18.9032,mean
2389,CHAS - 0.2,0.7762,18.9415,mean
2390,CHAS - 0.2,0.776,18.9556,mean
2391,CHAS - 0.2,0.7768,18.889,mean
2392,CHAS - 0.2,0.7772,18.8532,mean
2393,CHAS - 0.2,0.7731,19.2044,mean
2394,CHAS - 0.2,0.775,19.0408,mean
2395,CHAS - 0.2,0.7769,18.8813,mean
2396,CHAS - 0.2,0.7779,18.7918,mean
2397,CHAS - 0.2,0.777,18.8752,mean
2398,CHAS - 0.2,0.7736,19.1577,mean
2399,CHAS - 0.2,0.7753,19.0128,mean
2400,CHAS - 0.2,0.7751,19.0338,mean
2401,CHAS - 0.2,0.7776,18.8184,mean
2402,CHAS - 0.2,0.7789,18.7078,mean
2403,CHAS - 0.2,0.7763,18.9332,mean
2404,CHAS - 0.2,0.7757,18.9786,mean
2405,CHAS - 0.2,0.7766,18.9083,mean
2406,CHAS - 0.2,0.7761,18.9503,mean
2407,CHAS - 0.2,0.7755,18.9991,mean
2408,CHAS - 0.2,0.7785,18.7453,mean
2409,CHAS - 0.2,0.7743,19.1025,mean
2410,CHAS - 0.2,0.777,18.8703,mean
2411,CHAS - 0.2,0.7744,19.0894,mean
2412,CHAS - 0.2,0.7752,19.026,mean
2413,CHAS - 0.2,0.774,19.1278,mean
2414,CHAS - 0.2,0.7774,18.8338,mean
2415,CHAS - 0.2,0.7781,18.7743,mean
2416,CHAS - 0.2,0.7762,18.9432,mean
2417,CHAS - 0.2,0.7784,18.7566,mean
2418,CHAS - 0.2,0.777,18.8706,mean
2419,CHAS - 0.2,0.7785,18.7447,mean
2420,CHAS - 0.2,0.777,18.8726,mean
2421,CHAS - 0.2,0.7769,18.8781,mean
2422,CHAS - 0.2,0.7782,18.7709,mean
2423,CHAS - 0.2,0.7767,18.8999,mean
2424,CHAS - 0.2,0.7767,18.8996,mean
2425,CHAS - 0.2,0.7771,18.8638,mean
2426,CHAS - 0.2,0.7757,18.9851,mean
2427,CHAS - 0.2,0.7785,18.7481,mean
2428,CHAS - 0.2,0.7753,19.0126,mean
2429,CHAS - 0.2,0.7781,18.7814,mean
2430,CHAS - 0.2,0.7753,19.0174,mean
2431,CHAS - 0.2,0.7779,18.7982,mean
2432,CHAS - 0.2,0.7758,18.9754,mean
2433,CHAS - 0.2,0.7763,18.9346,mean
2434,CHAS - 0.2,0.7761,18.951,mean
2435,CHAS - 0.2,0.7786,18.736,mean
2436,CHAS - 0.2,0.777,18.8723,mean
2437,CHAS - 0.2,0.7771,18.8654,mean
2438,CHAS - 0.2,0.7768,18.8882,mean
2439,CHAS - 0.2,0.7751,19.0335,mean
2440,CHAS - 0.2,0.7761,18.9467,mean
2441,CHAS - 0.2,0.7743,19.0975,mean
2442,CHAS - 0.2,0.7766,18.9078,mean
2443,CHAS - 0.2,0.7764,18.9221,mean
2444,CHAS - 0.2,0.777,18.8725,mean
2445,CHAS - 0.2,0.7746,19.0767,mean
2446,CHAS - 0.2,0.7767,18.8932,mean
2447,CHAS - 0.2,0.7749,19.0497,mean
2448,CHAS - 0.2,0.7769,18.8772,mean
2449,CHAS - 0.2,0.7761,18.9483,mean
2450,CHAS - 0.2,0.7764,18.9192,mean
2451,CHAS - 0.2,0.7768,18.8893,mean
2452,CHAS - 0.2,0.7764,18.9234,mean
2453,CHAS - 0.2,0.7772,18.8562,mean
2454,CHAS - 0.2,0.7767,18.8986,mean
2455,CHAS - 0.2,0.7764,18.9195,mean
2456,CHAS - 0.2,0.7761,18.9492,mean
2457,CHAS - 0.2,0.7785,18.7473,mean
2458,CHAS - 0.2,0.7754,19.0066,mean
2459,CHAS - 0.2,0.7773,18.8486,mean
2460,CHAS - 0.2,0.7747,19.0637,mean
2461,CHAS - 0.2,0.7763,18.9325,mean
2462,CHAS - 0.2,0.7759,18.9639,mean
2463,CHAS - 0.2,0.7772,18.8538,mean
2464,CHAS - 0.2,0.7791,18.693,mean
2465,CHAS - 0.2,0.7782,18.7734,mean
2466,CHAS - 0.2,0.7764,18.9192,mean
2467,CHAS - 0.2,0.7785,18.7443,mean
2468,CHAS - 0.2,0.7771,18.8664,mean
2469,CHAS - 0.2,0.7774,18.8342,mean
2470,CHAS - 0.2,0.7782,18.7695,mean
2471,CHAS - 0.2,0.7784,18.7521,mean
2472,CHAS - 0.2,0.7774,18.8378,mean
2473,CHAS - 0.2,0.7763,18.9295,mean
2474,CHAS - 0.2,0.7761,18.9445,mean
2475,CHAS - 0.2,0.7715,19.3399,mean
2476,CHAS - 0.2,0.7782,18.7721,mean
2477,CHAS - 0.2,0.7782,18.774,mean
2478,CHAS - 0.2,0.7766,18.9092,mean
2479,CHAS - 0.2,0.7767,18.9008,mean
2480,CHAS - 0.2,0.7757,18.9846,mean
2481,CHAS - 0.2,0.7778,18.804,mean
2482,CHAS - 0.2,0.7763,18.9296,mean
2483,CHAS - 0.2,0.7747,19.0688,mean
2484,CHAS - 0.2,0.7759,18.9631,mean
2485,CHAS - 0.2,0.7766,18.9044,mean
2486,CHAS - 0.2,0.7757,18.9845,mean
2487,CHAS - 0.2,0.7765,18.9131,mean
2488,CHAS - 0.2,0.7762,18.9388,mean
2489,CHAS - 0.2,0.7784,18.7491,mean
2490,CHAS - 0.2,0.7766,18.9063,mean
2491,CHAS - 0.2,0.7783,18.7589,mean
2492,CHAS - 0.2,0.7766,18.9094,mean
2493,CHAS - 0.2,0.7752,19.0262,mean
2494,CHAS - 0.2,0.7762,18.9375,mean
2495,CHAS - 0.2,0.7764,18.9229,mean
2496,CHAS - 0.2,0.7698,19.4833,mean
2497,CHAS - 0.2,0.7752,19.0206,mean
2498,CHAS - 0.2,0.7752,19.0197,mean
2499,CHAS - 0.2,0.7763,18.9276,mean
2500,CHAS - 0.5,0.7747,19.0648,mean
2501,CHAS - 0.5,0.7788,18.7158,mean
2502,CHAS - 0.5,0.7758,18.9729,mean
2503,CHAS - 0.5,0.7692,19.5294,mean
2504,CHAS - 0.5,0.7783,18.7599,mean
2505,CHAS - 0.5,0.7761,18.9444,mean
2506,CHAS - 0.5,0.7758,18.9756,mean
2507,CHAS - 0.5,0.7762,18.9409,mean
2508,CHAS - 0.5,0.778,18.7904,mean
2509,CHAS - 0.5,0.7768,18.8858,mean
2510,CHAS - 0.5,0.7759,18.9626,mean
2511,CHAS - 0.5,0.7762,18.9354,mean
2512,CHAS - 0.5,0.7779,18.7919,mean
2513,CHAS - 0.5,0.7765,18.91,mean
2514,CHAS - 0.5,0.7767,18.8955,mean
2515,CHAS - 0.5,0.7742,19.1114,mean
2516,CHAS - 0.5,0.7763,18.9272,mean
2517,CHAS - 0.5,0.7746,19.0748,mean
2518,CHAS - 0.5,0.7749,19.0527,mean
2519,CHAS - 0.5,0.7765,18.9115,mean
2520,CHAS - 0.5,0.7761,18.9451,mean
2521,CHAS - 0.5,0.7764,18.9249,mean
2522,CHAS - 0.5,0.7766,18.9075,mean
2523,CHAS - 0.5,0.7786,18.7332,mean
2524,CHAS - 0.5,0.7761,18.9467,mean
2525,CHAS - 0.5,0.7762,18.9356,mean
2526,CHAS - 0.5,0.7784,18.75,mean
2527,CHAS - 0.5,0.7782,18.7706,mean
2528,CHAS - 0.5,0.778,18.7829,mean
2529,CHAS - 0.5,0.7757,18.9854,mean
2530,CHAS - 0.5,0.7753,19.0165,mean
2531,CHAS - 0.5,0.7771,18.8657,mean
2532,CHAS - 0.5,0.7757,18.9808,mean
2533,CHAS - 0.5,0.7738,19.1393,mean
2534,CHAS - 0.5,0.7761,18.9439,mean
2535,CHAS - 0.5,0.7763,18.9341,mean
2536,CHAS - 0.5,0.7758,18.9764,mean
2537,CHAS - 0.5,0.7785,18.7416,mean
2538,CHAS - 0.5,0.7777,18.8123,mean
2539,CHAS - 0.5,0.7747,19.0669,mean
2540,CHAS - 0.5,0.7753,19.0166,mean
2541,CHAS - 0.5,0.7754,19.0045,mean
2542,CHAS - 0.5,0.7776,18.818,mean
2543,CHAS - 0.5,0.7766,18.9013,mean
2544,CHAS - 0.5,0.7754,19.0036,mean
2545,CHAS - 0.5,0.7784,18.7552,mean
2546,CHAS - 0.5,0.7766,18.9092,mean
2547,CHAS - 0.5,0.7767,18.8966,mean
2548,CHAS - 0.5,0.7763,18.9333,mean
2549,CHAS - 0.5,0.7771,18.8654,mean
2550,CHAS - 0.5,0.776,18.9539,mean
2551,CHAS - 0.5,0.7764,18.9213,mean
2552,CHAS - 0.5,0.7748,19.056,mean
2553,CHAS - 0.5,0.7766,18.9093,mean
2554,CHAS - 0.5,0.7789,18.7107,mean
2555,CHAS - 0.5,0.7764,18.9249,mean
2556,CHAS - 0.5,0.779,18.7059,mean
2557,CHAS - 0.5,0.7765,18.9108,mean
2558,CHAS - 0.5,0.7778,18.8017,mean
2559,CHAS - 0.5,0.7761,18.9479,mean
2560,CHAS - 0.5,0.7786,18.7351,mean
2561,CHAS - 0.5,0.7781,18.7752,mean
2562,CHAS - 0.5,0.7781,18.7825,mean
2563,CHAS - 0.5,0.7747,19.0689,mean
2564,CHAS - 0.5,0.7786,18.7402,mean
2565,CHAS - 0.5,0.779,18.7032,mean
2566,CHAS - 0.5,0.7766,18.902,mean
2567,CHAS - 0.5,0.7765,18.9127,mean
2568,CHAS - 0.5,0.7765,18.9162,mean
2569,CHAS - 0.5,0.7781,18.779,mean
2570,CHAS - 0.5,0.7767,18.8999,mean
2571,CHAS - 0.5,0.7767,18.8932,mean
2572,CHAS - 0.5,0.7741,19.119,mean
2573,CHAS - 0.5,0.774,19.1249,mean
2574,CHAS - 0.5,0.7778,18.7995,mean
2575,CHAS - 0.5,0.7764,18.9245,mean
2576,CHAS - 0.5,0.7772,18.8548,mean
2577,CHAS - 0.5,0.7768,18.8883,mean
2578,CHAS - 0.5,0.7756,18.9915,mean
2579,CHAS - 0.5,0.7784,18.7532,mean
2580,CHAS - 0.5,0.7727,19.2316,mean
2581,CHAS - 0.5,0.7751,19.0304,mean
2582,CHAS - 0.5,0.7788,18.717,mean
2583,CHAS - 0.5,0.7734,19.1744,mean
2584,CHAS - 0.5,0.7763,18.9282,mean
2585,CHAS - 0.5,0.7771,18.8624,mean
2586,CHAS - 0.5,0.7745,19.0804,mean
2587,CHAS - 0.5,0.7792,18.6834,mean
2588,CHAS - 0.5,0.7758,18.9712,mean
2589,CHAS - 0.5,0.776,18.9523,mean
2590,CHAS - 0.5,0.7765,18.9152,mean
2591,CHAS - 0.5,0.7767,18.8941,mean
2592,CHAS - 0.5,0.7765,18.9151,mean
2593,CHAS - 0.5,0.7768,18.8919,mean
2594,CHAS - 0.5,0.7743,19.096,mean
2595,CHAS - 0.5,0.7773,18.8455,mean
2596,CHAS - 0.5,0.7758,18.9724,mean
2597,CHAS - 0.5,0.7743,19.1041,mean
2598,CHAS - 0.5,0.7787,18.7303,mean
2599,CHAS - 0.5,0.7784,18.7554,mean
2600,CHAS - 0.5,0.7765,18.914,mean
2601,CHAS - 0.5,0.7764,18.9193,mean
2602,CHAS - 0.5,0.7749,19.046,mean
2603,CHAS - 0.5,0.7776,18.8182,mean
2604,CHAS - 0.5,0.7772,18.8585,mean
2605,CHAS - 0.5,0.7758,18.9696,mean
2606,CHAS - 0.5,0.7789,18.7099,mean
2607,CHAS - 0.5,0.7782,18.7697,mean
2608,CHAS - 0.5,0.7757,18.9835,mean
2609,CHAS - 0.5,0.7779,18.7984,mean
2610,CHAS - 0.5,0.7761,18.9484,mean
2611,CHAS - 0.5,0.777,18.871,mean
2612,CHAS - 0.5,0.7754,19.0075,mean
2613,CHAS - 0.5,0.7756,18.9911,mean
2614,CHAS - 0.5,0.7782,18.7664,mean
2615,CHAS - 0.5,0.7764,18.9201,mean
2616,CHAS - 0.5,0.7769,18.8835,mean
2617,CHAS - 0.5,0.777,18.8695,mean
